fpas_code,fpas_description,regime,calculation_base,third_party_name,third_party_code,third_party_rate,convention_situation
515,"COMÉRCIO ATACADISTA - COMÉRCIO VAREJISTA - AGENTE AUTÔNOMO DO COMÉRCIO - COMÉRCIO ARMAZENADOR - TURISMO E HOSPITALIDADE (inclusive salão de barbeiro, instituto de beleza, empresa de compra, venda, locação e administração de imóvel, engraxate, empresa de asseio e conservação, sociedade beneficente e religiosa etc.) - ESTABELECIMENTO DE SERVIÇO DE SAÚDE (hospital, clínica, casa de saúde, laboratório de pesquisas e análises clínicas, cooperativa de serviço médico, banco de sangue, estabelecimento de ducha, massagem e fisioterapia e empresa de prótese) - COMÉRCIO TRANSPORTADOR, REVENDEDOR, RETALHISTA DE ÓLEO DIESEL, ÓLEO COMBUSTÍVEL E QUEROSENE (exceto quanto aos empregados envolvidos diretamente na atividade de transporte - Dec. 1.092/94 - FPAS 612) - EMPRESA E SERVIÇOS DE PROCESSAMENTO DE DADOS - ESCRITÓRIO, CONSULTÓRIO OU LABORATÓRIO DE PROFISSIONAIS LIBERAIS (pessoa jurídica) - CONSÓRCIO - AUTO-ESCOLA - CURSO LIVRE - LOCAÇÕES DIVERSAS - PARTIDO POLÍTICO - EMPRESA DE TRABALHO TEMPORÁRIO (contribuição sobre a folha de salário de seus empregados) - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código) - TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado ao comércio - EMPRESAS DE FACTORING",COOPERATIVAS,Remuneração dosSegurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
515,"COMÉRCIO ATACADISTA - COMÉRCIO VAREJISTA - AGENTE AUTÔNOMO DO COMÉRCIO - COMÉRCIO ARMAZENADOR - TURISMO E HOSPITALIDADE (inclusive salão de barbeiro, instituto de beleza, empresa de compra, venda, locação e administração de imóvel, engraxate, empresa de asseio e conservação, sociedade beneficente e religiosa etc.) - ESTABELECIMENTO DE SERVIÇO DE SAÚDE (hospital, clínica, casa de saúde, laboratório de pesquisas e análises clínicas, cooperativa de serviço médico, banco de sangue, estabelecimento de ducha, massagem e fisioterapia e empresa de prótese) - COMÉRCIO TRANSPORTADOR, REVENDEDOR, RETALHISTA DE ÓLEO DIESEL, ÓLEO COMBUSTÍVEL E QUEROSENE (exceto quanto aos empregados envolvidos diretamente na atividade de transporte - Dec. 1.092/94 - FPAS 612) - EMPRESA E SERVIÇOS DE PROCESSAMENTO DE DADOS - ESCRITÓRIO, CONSULTÓRIO OU LABORATÓRIO DE PROFISSIONAIS LIBERAIS (pessoa jurídica) - CONSÓRCIO - AUTO-ESCOLA - CURSO LIVRE - LOCAÇÕES DIVERSAS - PARTIDO POLÍTICO - EMPRESA DE TRABALHO TEMPORÁRIO (contribuição sobre a folha de salário de seus empregados) - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código) - TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado ao comércio - EMPRESAS DE FACTORING",COOPERATIVAS,Remuneração dosSegurados,INCRA,0002,"0,2%",
515,"COMÉRCIO ATACADISTA - COMÉRCIO VAREJISTA - AGENTE AUTÔNOMO DO COMÉRCIO - COMÉRCIO ARMAZENADOR - TURISMO E HOSPITALIDADE (inclusive salão de barbeiro, instituto de beleza, empresa de compra, venda, locação e administração de imóvel, engraxate, empresa de asseio e conservação, sociedade beneficente e religiosa etc.) - ESTABELECIMENTO DE SERVIÇO DE SAÚDE (hospital, clínica, casa de saúde, laboratório de pesquisas e análises clínicas, cooperativa de serviço médico, banco de sangue, estabelecimento de ducha, massagem e fisioterapia e empresa de prótese) - COMÉRCIO TRANSPORTADOR, REVENDEDOR, RETALHISTA DE ÓLEO DIESEL, ÓLEO COMBUSTÍVEL E QUEROSENE (exceto quanto aos empregados envolvidos diretamente na atividade de transporte - Dec. 1.092/94 - FPAS 612) - EMPRESA E SERVIÇOS DE PROCESSAMENTO DE DADOS - ESCRITÓRIO, CONSULTÓRIO OU LABORATÓRIO DE PROFISSIONAIS LIBERAIS (pessoa jurídica) - CONSÓRCIO - AUTO-ESCOLA - CURSO LIVRE - LOCAÇÕES DIVERSAS - PARTIDO POLÍTICO - EMPRESA DE TRABALHO TEMPORÁRIO (contribuição sobre a folha de salário de seus empregados) - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código) - TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado ao comércio - EMPRESAS DE FACTORING",COOPERATIVAS,Remuneração dosSegurados,SEBRAE,0064,"0,6%",
515,"COMÉRCIO ATACADISTA - COMÉRCIO VAREJISTA - AGENTE AUTÔNOMO DO COMÉRCIO - COMÉRCIO ARMAZENADOR - TURISMO E HOSPITALIDADE (inclusive salão de barbeiro, instituto de beleza, empresa de compra, venda, locação e administração de imóvel, engraxate, empresa de asseio e conservação, sociedade beneficente e religiosa etc.) - ESTABELECIMENTO DE SERVIÇO DE SAÚDE (hospital, clínica, casa de saúde, laboratório de pesquisas e análises clínicas, cooperativa de serviço médico, banco de sangue, estabelecimento de ducha, massagem e fisioterapia e empresa de prótese) - COMÉRCIO TRANSPORTADOR, REVENDEDOR, RETALHISTA DE ÓLEO DIESEL, ÓLEO COMBUSTÍVEL E QUEROSENE (exceto quanto aos empregados envolvidos diretamente na atividade de transporte - Dec. 1.092/94 - FPAS 612) - EMPRESA E SERVIÇOS DE PROCESSAMENTO DE DADOS - ESCRITÓRIO, CONSULTÓRIO OU LABORATÓRIO DE PROFISSIONAIS LIBERAIS (pessoa jurídica) - CONSÓRCIO - AUTO-ESCOLA - CURSO LIVRE - LOCAÇÕES DIVERSAS - PARTIDO POLÍTICO - EMPRESA DE TRABALHO TEMPORÁRIO (contribuição sobre a folha de salário de seus empregados) - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código) - TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado ao comércio - EMPRESAS DE FACTORING",COOPERATIVAS,Remuneração dosSegurados,SESCOOP,4096,"2,5%",
515,"COMÉRCIO ATACADISTA - COMÉRCIO VAREJISTA - AGENTE AUTÔNOMO DO COMÉRCIO - COMÉRCIO ARMAZENADOR - TURISMO E HOSPITALIDADE (inclusive salão de barbeiro, instituto de beleza, empresa de compra, venda, locação e administração de imóvel, engraxate, empresa de asseio e conservação, sociedade beneficente e religiosa etc.) - ESTABELECIMENTO DE SERVIÇO DE SAÚDE (hospital, clínica, casa de saúde, laboratório de pesquisas e análises clínicas, cooperativa de serviço médico, banco de sangue, estabelecimento de ducha, massagem e fisioterapia e empresa de prótese) - COMÉRCIO TRANSPORTADOR, REVENDEDOR, RETALHISTA DE ÓLEO DIESEL, ÓLEO COMBUSTÍVEL E QUEROSENE (exceto quanto aos empregados envolvidos diretamente na atividade de transporte - Dec. 1.092/94 - FPAS 612) - EMPRESA E SERVIÇOS DE PROCESSAMENTO DE DADOS - ESCRITÓRIO, CONSULTÓRIO OU LABORATÓRIO DE PROFISSIONAIS LIBERAIS (pessoa jurídica) - CONSÓRCIO - AUTO-ESCOLA - CURSO LIVRE - LOCAÇÕES DIVERSAS - PARTIDO POLÍTICO - EMPRESA DE TRABALHO TEMPORÁRIO (contribuição sobre a folha de salário de seus empregados) - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código) - TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado ao comércio - EMPRESAS DE FACTORING",COOPERATIVAS,Remuneração dosSegurados,TOTAL,4163,"5,8%",
523,"SINDICATO OU ASSOCIAÇÃO PROFISSIONAL DE EMPREGADO, TRABALHADOR AVULSO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA NÃO VINCULADA AO ex-IAPC - EMPRESA BRASILEIRA DE NAVEGAÇÃO (exclusivamente em relação aos tripulantes de embarcação inscrita no Registro Especial Brasileiro - REB, Lei nº 9.432, de 1997 e Decreto n° 2.256, de 1997), PESSOAS JURÍDICAS DE DIREITO PRIVADO CONSTITUÍDAS SOB A FORMA DE SERVIÇO SOCIAL AUTÔNOMO.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
523,"SINDICATO OU ASSOCIAÇÃO PROFISSIONAL DE EMPREGADO, TRABALHADOR AVULSO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA NÃO VINCULADA AO ex-IAPC - EMPRESA BRASILEIRA DE NAVEGAÇÃO (exclusivamente em relação aos tripulantes de embarcação inscrita no Registro Especial Brasileiro - REB, Lei nº 9.432, de 1997 e Decreto n° 2.256, de 1997), PESSOAS JURÍDICAS DE DIREITO PRIVADO CONSTITUÍDAS SOB A FORMA DE SERVIÇO SOCIAL AUTÔNOMO.",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
523,"SINDICATO OU ASSOCIAÇÃO PROFISSIONAL DE EMPREGADO, TRABALHADOR AVULSO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA NÃO VINCULADA AO ex-IAPC - EMPRESA BRASILEIRA DE NAVEGAÇÃO (exclusivamente em relação aos tripulantes de embarcação inscrita no Registro Especial Brasileiro - REB, Lei nº 9.432, de 1997 e Decreto n° 2.256, de 1997), PESSOAS JURÍDICAS DE DIREITO PRIVADO CONSTITUÍDAS SOB A FORMA DE SERVIÇO SOCIAL AUTÔNOMO.",EMPRESAS,Remuneração dos Segurados,TOTAL,0003,"2,7%",
531,"INDÚSTRIA DE CANA-DE-AÇÚCAR - DE LATICÍNIO - DE BENEFICIAMENTO DE CHÁ E MATE - DA UVA - DE EXTRAÇÃO E BENEFICIAMENTO DE FIBRAS VEGETAIS E DE DESCAROÇAMENTO DE ALGODÃO - DE BENEFICIAMENTO DE CAFÉ E DE CEREAIS - DE EXTRAÇÃO DE MADEIRA PARA SERRARIA, DE RESINA, LENHA E CARVÃO VEGETAL - MATADOURO OU ABATEDOURO E O SETOR DE ABATE DE ANIMAL DE QUALQUER ESPÉCIE, inclusive das agroindústrias de PISCICULTURA, CARCINICULTURA, SUINOCULTURA E AVICULTURA, E CHARQUEADA.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
531,"INDÚSTRIA DE CANA-DE-AÇÚCAR - DE LATICÍNIO - DE BENEFICIAMENTO DE CHÁ E MATE - DA UVA - DE EXTRAÇÃO E BENEFICIAMENTO DE FIBRAS VEGETAIS E DE DESCAROÇAMENTO DE ALGODÃO - DE BENEFICIAMENTO DE CAFÉ E DE CEREAIS - DE EXTRAÇÃO DE MADEIRA PARA SERRARIA, DE RESINA, LENHA E CARVÃO VEGETAL - MATADOURO OU ABATEDOURO E O SETOR DE ABATE DE ANIMAL DE QUALQUER ESPÉCIE, inclusive das agroindústrias de PISCICULTURA, CARCINICULTURA, SUINOCULTURA E AVICULTURA, E CHARQUEADA.",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"2,7%",
531,"INDÚSTRIA DE CANA-DE-AÇÚCAR - DE LATICÍNIO - DE BENEFICIAMENTO DE CHÁ E MATE - DA UVA - DE EXTRAÇÃO E BENEFICIAMENTO DE FIBRAS VEGETAIS E DE DESCAROÇAMENTO DE ALGODÃO - DE BENEFICIAMENTO DE CAFÉ E DE CEREAIS - DE EXTRAÇÃO DE MADEIRA PARA SERRARIA, DE RESINA, LENHA E CARVÃO VEGETAL - MATADOURO OU ABATEDOURO E O SETOR DE ABATE DE ANIMAL DE QUALQUER ESPÉCIE, inclusive das agroindústrias de PISCICULTURA, CARCINICULTURA, SUINOCULTURA E AVICULTURA, E CHARQUEADA.",EMPRESAS,Remuneração dos Segurados,TOTAL,0003,"5,2%",
540,"EMPRESA DE NAVEGAÇÃO MARÍTIMA,FLUVIAL OU LACUSTRE (exceto em relação aostripulantes de embarcação inscrita no RegistroEspecial Brasileiro - REB - FPAS 523) - AGÊNCIADE NAVEGAÇÃO - SERVIÇO PORTUÁRIO -EMPRESA DE DRAGAGEM [Serviços dedragagem em portos, terminais, marinas, área marítima (canais / mares) fluvial e lacustre, ou seja, dragagem no meio aquaviário] - EMPRESA DE ADMINISTRAÇÃO E EXPLORAÇÃO DE PORTOS - SERVIÇOS PORTUÁRIOS (inclusiveempresas de Praticagem) - ÓRGÃO DE GESTÃO DE MÃO-DE-OBRA (em relação aos empregadospermanentes) - EMPRESA DE CAPTURA DEPESCADO (inclusive armador de pesca em relaçãoaos empregados envolvidos na atividade de capturade pescado e do escritório). ESTALEIRO - setor dereparos e consertos sem desmontagem deembarcações navais",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
540,"EMPRESA DE NAVEGAÇÃO MARÍTIMA,FLUVIAL OU LACUSTRE (exceto em relação aostripulantes de embarcação inscrita no RegistroEspecial Brasileiro - REB - FPAS 523) - AGÊNCIADE NAVEGAÇÃO - SERVIÇO PORTUÁRIO -EMPRESA DE DRAGAGEM [Serviços dedragagem em portos, terminais, marinas, área marítima (canais / mares) fluvial e lacustre, ou seja, dragagem no meio aquaviário] - EMPRESA DE ADMINISTRAÇÃO E EXPLORAÇÃO DE PORTOS - SERVIÇOS PORTUÁRIOS (inclusiveempresas de Praticagem) - ÓRGÃO DE GESTÃO DE MÃO-DE-OBRA (em relação aos empregadospermanentes) - EMPRESA DE CAPTURA DEPESCADO (inclusive armador de pesca em relaçãoaos empregados envolvidos na atividade de capturade pescado e do escritório). ESTALEIRO - setor dereparos e consertos sem desmontagem deembarcações navais",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
540,"EMPRESA DE NAVEGAÇÃO MARÍTIMA,FLUVIAL OU LACUSTRE (exceto em relação aostripulantes de embarcação inscrita no RegistroEspecial Brasileiro - REB - FPAS 523) - AGÊNCIADE NAVEGAÇÃO - SERVIÇO PORTUÁRIO -EMPRESA DE DRAGAGEM [Serviços dedragagem em portos, terminais, marinas, área marítima (canais / mares) fluvial e lacustre, ou seja, dragagem no meio aquaviário] - EMPRESA DE ADMINISTRAÇÃO E EXPLORAÇÃO DE PORTOS - SERVIÇOS PORTUÁRIOS (inclusiveempresas de Praticagem) - ÓRGÃO DE GESTÃO DE MÃO-DE-OBRA (em relação aos empregadospermanentes) - EMPRESA DE CAPTURA DEPESCADO (inclusive armador de pesca em relaçãoaos empregados envolvidos na atividade de capturade pescado e do escritório). ESTALEIRO - setor dereparos e consertos sem desmontagem deembarcações navais",EMPRESAS,Remuneração dos Segurados,DPC,0128,"2,5%",
540,"EMPRESA DE NAVEGAÇÃO MARÍTIMA,FLUVIAL OU LACUSTRE (exceto em relação aostripulantes de embarcação inscrita no RegistroEspecial Brasileiro - REB - FPAS 523) - AGÊNCIADE NAVEGAÇÃO - SERVIÇO PORTUÁRIO -EMPRESA DE DRAGAGEM [Serviços dedragagem em portos, terminais, marinas, área marítima (canais / mares) fluvial e lacustre, ou seja, dragagem no meio aquaviário] - EMPRESA DE ADMINISTRAÇÃO E EXPLORAÇÃO DE PORTOS - SERVIÇOS PORTUÁRIOS (inclusiveempresas de Praticagem) - ÓRGÃO DE GESTÃO DE MÃO-DE-OBRA (em relação aos empregadospermanentes) - EMPRESA DE CAPTURA DEPESCADO (inclusive armador de pesca em relaçãoaos empregados envolvidos na atividade de capturade pescado e do escritório). ESTALEIRO - setor dereparos e consertos sem desmontagem deembarcações navais",EMPRESAS,Remuneração dos Segurados,TOTAL,0131,"5,2%",
558,"EMPRESA AEROVIÁRIA, INCLUSIVE TÁXI- AÉREO - EMPRESA DE SERVIÇO AÉREO ESPECIALIZADO - EMPRESA DE TELECOMUNICAÇÕES AERONÁUTICAS - IMPLANTAÇÃO, ADMINISTRAÇÃO, OPERAÇÃO E EXPLORAÇÃO DE INFRAESTRUTURA AEROPORTUÁRIA E DE SERVIÇOS AUXILIARES - EMPRESA DE FABRICAÇÃO, REPARO E MANUTENÇÃO OU REPRESENTAÇÃO DE AERONAVE, SUAS PEÇAS E ACESSÓRIOS - EMPRESA DE EQUIPAMENTO AERONÁUTICO - TRANSPORTE ESPACIAL.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
558,"EMPRESA AEROVIÁRIA, INCLUSIVE TÁXI- AÉREO - EMPRESA DE SERVIÇO AÉREO ESPECIALIZADO - EMPRESA DE TELECOMUNICAÇÕES AERONÁUTICAS - IMPLANTAÇÃO, ADMINISTRAÇÃO, OPERAÇÃO E EXPLORAÇÃO DE INFRAESTRUTURA AEROPORTUÁRIA E DE SERVIÇOS AUXILIARES - EMPRESA DE FABRICAÇÃO, REPARO E MANUTENÇÃO OU REPRESENTAÇÃO DE AERONAVE, SUAS PEÇAS E ACESSÓRIOS - EMPRESA DE EQUIPAMENTO AERONÁUTICO - TRANSPORTE ESPACIAL.",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
558,"EMPRESA AEROVIÁRIA, INCLUSIVE TÁXI- AÉREO - EMPRESA DE SERVIÇO AÉREO ESPECIALIZADO - EMPRESA DE TELECOMUNICAÇÕES AERONÁUTICAS - IMPLANTAÇÃO, ADMINISTRAÇÃO, OPERAÇÃO E EXPLORAÇÃO DE INFRAESTRUTURA AEROPORTUÁRIA E DE SERVIÇOS AUXILIARES - EMPRESA DE FABRICAÇÃO, REPARO E MANUTENÇÃO OU REPRESENTAÇÃO DE AERONAVE, SUAS PEÇAS E ACESSÓRIOS - EMPRESA DE EQUIPAMENTO AERONÁUTICO - TRANSPORTE ESPACIAL.",EMPRESAS,Remuneração dos Segurados,FUNDO AEROVIÁRIO,0256,"2,5%",
558,"EMPRESA AEROVIÁRIA, INCLUSIVE TÁXI- AÉREO - EMPRESA DE SERVIÇO AÉREO ESPECIALIZADO - EMPRESA DE TELECOMUNICAÇÕES AERONÁUTICAS - IMPLANTAÇÃO, ADMINISTRAÇÃO, OPERAÇÃO E EXPLORAÇÃO DE INFRAESTRUTURA AEROPORTUÁRIA E DE SERVIÇOS AUXILIARES - EMPRESA DE FABRICAÇÃO, REPARO E MANUTENÇÃO OU REPRESENTAÇÃO DE AERONAVE, SUAS PEÇAS E ACESSÓRIOS - EMPRESA DE EQUIPAMENTO AERONÁUTICO - TRANSPORTE ESPACIAL.",EMPRESAS,Remuneração dos Segurados,TOTAL,0259,"5,2%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",EMPRESAS,Remuneração dos Segurados,SESC,0032,"1,5%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",EMPRESAS,Remuneração dos Segurados,SEBRAE,0064,"0,3%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",EMPRESAS,Remuneração dos Segurados,TOTAL,0099,"4,5%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",COOPERATIVAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",COOPERATIVAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",COOPERATIVAS,Remuneração dos Segurados,SEBRAE,0064,"0,3%",
566,"EMPRESA DE COMUNICAÇÃO - EMPRESA DE PUBLICIDADE - EMPRESA JORNALÍSTICA - EMPRESA DE DIFUSÃO CULTURAL E ARTÍSTICA - ESTABELECIMENTO DE CULTURA FÍSICA - ESTABELECIMENTO HÍPICO - ESCRITÓRIO, CONSULTÓRIO DE PROFISSIONAL LIBERAL (pessoa física) - SINDICATO OU ASSOCIAÇÃO DE PROFISSIONAL, EMPREGADO OU EMPREGADOR, PERTENCENTE A ATIVIDADE OUTRORA VINCULADA AO ex-IAPC - CONDOMÍNIO - CRECHE - ASSOCIAÇÕES DESPORTIVAS (exceto clubes de futebol profissional - FPAS 647 e 779) - ENTIDADES RECREATIVAS, CULTURAIS, DE ORIENTAÇÃO E FORMAÇÃO PROFISSIONAL E DE ASSISTÊNCIA SOCIAL - SOCIEDADE COOPERATIVA (estabelecimento no qual explora atividade econômica relacionada neste código)",COOPERATIVAS,Remuneração dos Segurados,SESCOOP,4096,"2,5%",
